channel,adstock,saturation
facebook,0.0,1.1399959194979878e-147
facebook,2881.924293910302,0.9672155924925937
facebook,3286.286715630806,0.9904814516919763
facebook,3363.3179927482697,0.9923652273837144
facebook,1646.9774824536175,0.12058632556293758
facebook,3471.976906729789,0.9943622761998561
facebook,1395.5937174510827,0.02720270586363587
facebook,3168.847129718894,0.9865548525502759
facebook,2915.65033771277,0.970578346179603
facebook,3854.209953279288,0.9979240606632188
facebook,4055.867087569205,0.9987266737491837
facebook,1964.3388744162553,0.42672261319969723
facebook,4217.269862792686,0.9991241801057839
facebook,1758.0445046583416,0.20417687607375842
facebook,987.1346185187392,0.0010057257514913523
facebook,494.54417214547755,1.3221221190841115e-06
facebook,372.85635026447346,8.784197310612617e-08
facebook,2780.2584367520294,0.9543353525258834
facebook,968.943799575682,0.0008414032215790288
facebook,3107.0009629718315,0.9837995895905915
facebook,1312.4926632034255,0.01527386166398308
facebook,896.4036066560338,0.0003988086562057354
facebook,399.66062661767313,1.7105679323922663e-07
facebook,2459.876971467594,0.8658018043880328
facebook,752.275564993869,7.414636544763437e-05
facebook,486.13349537634133,1.1213883719558015e-06
facebook,3067.9637115791206,0.9817470026563616
facebook,1210.1958452691629,0.007067039800859401
facebook,3652.7504958267145,0.9965291596795812
facebook,3345.1821261525047,0.9919617435556669
facebook,4241.022433330961,0.9991701135585649
facebook,4973.43916371547,0.9998200660240253
facebook,2352.3700531001978,0.8077309914957256
facebook,4255.9670881412985,0.9991976482537068
facebook,3313.837252296513,0.9912081096555846
facebook,3696.3384361195617,0.9969015792281838
facebook,1547.2642924355646,0.07001610599884693
facebook,2874.3084286403778,0.9664004478329016
facebook,1152.447781255836,0.004431375546990281
facebook,665.8738646926756,2.2985619845408478e-05
facebook,290.14850325360396,7.907851502308874e-09
facebook,218.75439657595368,5.253980829096201e-10
facebook,2999.169721803087,0.9774075983059914
facebook,1045.2362512066038,0.001740226263928656
facebook,675.4497632756038,2.6362413285609622e-05
facebook,483.1605072499931,1.0572569572113987e-06
facebook,2900.619252640485,0.9691278541814856
facebook,3167.2771431056203,0.9864916017627825
facebook,4522.715029630235,0.9995522149025184
facebook,2022.637206005722,0.4963827120089451
facebook,4870.240527747952,0.9997799521205578
facebook,5152.630481043629,0.9998718960028579
facebook,4637.701562291482,0.9996480856478245
facebook,2097.600476942908,0.5829492932047015
facebook,1465.0246763467685,0.04266564953695839
facebook,764.9123490930606,8.700366855628926e-05
facebook,2028.813531760293,0.5037000556402638
facebook,606.6935863452582,9.406011136054562e-06
facebook,392.05590009404625,1.4224728216575046e-07
facebook,280.4441393852418,5.704642512199311e-09
facebook,2805.3125174117445,0.9579450329252674
facebook,3162.4595576929546,0.9862954767133032
facebook,1371.269151675209,0.023075040991552158
facebook,926.5038285147409,0.0005475184302715113
facebook,3205.924809479685,0.9879584226273289
facebook,3722.795797489164,0.9971060329418056
facebook,1464.0175899792737,0.04239682212148172
facebook,985.3994226993714,0.0009888985152129307
facebook,720.5960483619608,4.9059599827335146e-05
facebook,311.879170727902,1.5818760452072847e-08
facebook,0.0,1.1399959194979878e-147
facebook,0.0,1.1399959194979878e-147
facebook,3194.302229114816,0.9875364943913714
facebook,1113.2415958019199,0.0031825658899311596
facebook,2284.5718178084876,0.7603472327980034
facebook,1060.0731170101744,0.0019918712276402717
facebook,3363.9424675969185,0.99237871901696
facebook,3910.624506632759,0.99819387055205
facebook,1737.3099338357952,0.1862919251349154
facebook,1040.6581737774447,0.0016685368880054844
facebook,760.723545886066,8.253635662786247e-05
facebook,333.3026125356174,2.9933325953026854e-08
facebook,0.0,1.1399959194979878e-147
facebook,1930.2560201633871,0.38621151781243584
facebook,672.7107011375141,2.5353873191239142e-05
facebook,434.7173027263145,3.8343312053751607e-07
facebook,2481.380074344041,0.875216638749576
facebook,3854.0160845529717,0.9979230600387351
facebook,4622.805448369062,0.9996370513962836
facebook,2087.4494028825147,0.5715851885000339
facebook,4556.002861976442,0.9995826416353718
facebook,4677.739267126015,0.999675951330625
facebook,2038.0868935902001,0.5146409337537851
facebook,3188.4924760428303,0.9873195509412587
facebook,1541.310026962015,0.06764397409122178
facebook,3596.463089332523,0.995973398874776
facebook,1308.5139786528327,0.014841632230823215
facebook,881.4889209091098,0.0003394983502091986
facebook,450.7894848667065,5.433145320019342e-07
facebook,339.8679663655184,3.609786503051628e-08
facebook,2271.9506994679073,0.750522686870496
facebook,3425.8891259799266,0.9935955384601397
facebook,1429.6756939925808,0.034051601918912176
facebook,959.2373570392288,0.0007639444809852191
facebook,700.2946963704458,3.728920632123846e-05
facebook,319.93242714990924,2.0205173845867225e-08
facebook,0.0,1.1399959194979878e-147
facebook,3782.3232818064707,0.9975138196896071
facebook,1318.1719524529196,0.015909991914856716
facebook,2359.445299705564,0.8121687634527602
facebook,3935.672247281898,0.9983010657786551
facebook,1775.076230176633,0.2196282168858483
facebook,3288.4469675472783,0.9905407444131955
facebook,1475.904610779275,0.04566301979211394
facebook,3340.997479163353,0.9918653587354455
facebook,4036.541890896782,0.9986670110365765
facebook,4242.095947947419,0.9991721258234445
facebook,1868.7644641688457,0.31560007329197526
facebook,3469.833170445199,0.9943289395536863
facebook,1487.7108596937594,0.04911446916778069
facebook,784.3464182483351,0.00011069582189452147
facebook,3179.6092317250977,0.9869798201423396
facebook,1250.2530149723939,0.009635588914408145
facebook,637.1342112314192,1.5049207989535636e-05
facebook,455.75275234686774,6.035375778508233e-07
facebook,2654.832823323275,0.9306381538952346
facebook,805.480894917304,0.00014288004618184422
facebook,3749.769608654773,0.9972992884750331
facebook,4901.9569875369425,0.9997932432308588
facebook,2194.3775661191003,0.6830652348200322
facebook,1286.894365150672,0.012675786557309617
facebook,3901.394510044922,0.9981525067203579
facebook,4554.451703821692,0.9995812756232527
facebook,4998.495271302093,0.9998285391033246
facebook,2309.1911735489907,0.7785926356412731
facebook,4056.981167142747,0.9987300223199657
facebook,4918.220446679661,0.9997997128911881
facebook,3313.282456945491,0.9911940912289875
facebook,1548.5291074467007,0.07052860705548038
facebook,1092.6119975450033,0.002660844107216886
facebook,587.0545911272374,6.858257881843947e-06
facebook,153.3952981038783,1.740599904173573e-11
facebook,2138.7216663298595,0.6274444690200711
facebook,3250.4090478550524,0.9894347714368757
facebook,1354.6963369028242,0.020585090929676163
facebook,908.7110837822822,0.0004545626629849477
facebook,4809.374761197737,0.9997517220718692
facebook,4402.934452566211,0.9994206784000853
facebook,1858.5932059333707,0.3043941184802332
facebook,1265.576093392697,0.01081799616158234
facebook,3076.217000904194,0.9822034722706909
facebook,1069.9156338362714,0.0021762693588674867
facebook,3382.854993365543,0.9927751781061102
facebook,1356.1625745931153,0.02079550845419127
facebook,4197.783044368618,0.9990843974673191
facebook,1611.7084932225796,0.10022738828654715
facebook,1091.8356043030853,0.0026427960464955242
facebook,529.0752876845818,2.5273766924489875e-06
facebook,398.8907197619748,1.6791943954609666e-07
facebook,0.0,1.1399959194979878e-147
facebook,2058.334960071077,0.5382959230469392
facebook,4112.0075545053105,0.9988839227664975
facebook,4822.481645129256,0.9997581232945173
facebook,2202.924197698898,0.691088214671093
facebook,3488.0005424957626,0.9946047396431613
facebook,3245.588530553022,0.989284786763904
facebook,3737.836775595585,0.9972156067213616
facebook,1500.8987849288328,0.05322591737264098
facebook,3991.8234442435955,0.9985167739203203
facebook,4865.465678315157,0.9997778706964382
facebook,2086.575801811545,0.570600884766093
facebook,4843.336966911807,0.999767936452048
facebook,2150.5708933594115,0.6397569636815444
facebook,1213.7775481843764,0.0072689264023329475
facebook,585.1665455579484,6.649416018841669e-06
facebook,2655.8441236088042,0.9308737940141708
facebook,3595.8258269025473,0.995966570690183
facebook,1482.9563571313993,0.04769906440799678
facebook,4190.97386832723,0.9990700296842712
facebook,5292.932026803407,0.9999010150718753
facebook,2267.1598107099226,0.7467090694205398
facebook,1293.1974246637728,0.013276426001350136
facebook,2432.0075470244774,0.8525764630767697
facebook,937.819600671435,0.0006151505117617411
facebook,334.9046890939715,3.134346996185544e-08
facebook,239.56292275287993,1.2569890226878562e-09
facebook,2184.794107198733,0.6738997928119007
facebook,3076.658043052669,0.982227513229326
facebook,1280.183196187193,0.012062714451038023
facebook,858.465631966505,0.0002633473048683891
facebook,626.5449041461525,1.2812647337022023e-05
facebook,288.85005039730675,7.574584084276535e-09
facebook,2808.567788138566,0.9583912745314015
facebook,978.8098502037086,0.0009272661007042844
facebook,3195.708034750614,0.9875883772903354
facebook,1345.7464618968459,0.01934054399402121
facebook,3404.731634969183,0.9932057702021335
facebook,3733.8985901546484,0.9971873655533934
facebook,1726.6763382212005,0.1775221365006647
facebook,953.3205636103078,0.000719920520914516
google_ads,0.0,1.398212195918259e-129
google_ads,1195.3657292507708,0.8664447662823129
google_ads,1519.3184706799748,0.980777165450798
google_ads,653.5194933252992,0.034787214150375036
google_ads,1619.2387916903074,0.9887937861401037
google_ads,1807.1320643281556,0.9956106181380093
google_ads,1987.2114856231003,0.9980560607523845
google_ads,1954.8312584125845,0.9977617221937173
google_ads,1974.3368659145856,0.9979445329251712
google_ads,2073.4223075380414,0.9986500258952319
google_ads,951.228256815469,0.4763137076887891
google_ads,554.114349867677,0.008644844215961477
google_ads,307.010809680103,5.433391821482422e-05
google_ads,139.76011687392955,6.249842214041921e-08
google_ads,990.8919440505065,0.5637772555483442
google_ads,1372.7294168121675,0.9551987460505741
google_ads,1768.73365870895,0.9947248731944018
google_ads,1822.7646897531345,0.9959227312416327
google_ads,1943.7959373980916,0.9976503158054238
google_ads,1928.744404116916,0.997488272776653
google_ads,1995.051813592841,0.9981206657870296
google_ads,1939.0446396753387,0.9976004576955655
google_ads,1803.481201112429,0.9955339553395438
google_ads,849.5872744770176,0.25604159746103133
google_ads,503.9299497082735,0.0038395985940839735
google_ads,271.5850780358666,1.893021918058972e-05
google_ads,1274.8823266008515,0.918619611044816
google_ads,1546.703454958115,0.9834694572702629
google_ads,1682.8886651346259,0.9919307724262504
google_ads,801.0918539352201,0.17191570343217594
google_ads,1578.3939184889296,0.9860785018540277
google_ads,659.7824921234874,0.0376489925518044
google_ads,1701.0639843453057,0.9926375892271945
google_ads,634.0222116559306,0.027025455943340257
google_ads,427.46468802053244,0.0009352093523498808
google_ads,1155.9400441900216,0.8294103401731534
google_ads,1556.9815882567682,0.9843704108107966
google_ads,1554.029277493445,0.9841172871342101
google_ads,1680.3281231584328,0.9918252804683878
google_ads,1790.3372805459057,0.9952453634703532
google_ads,2099.1845772994416,0.9987858735692123
google_ads,1990.5324057137618,0.9980837228649863
google_ads,924.9639984782622,0.4168763594998382
google_ads,559.396302491521,0.009372852821988164
google_ads,325.09112089646374,8.887475459175094e-05
google_ads,1284.127053961712,0.9231456623999905
google_ads,402.5292332444459,0.0005579413785579372
google_ads,1370.2573561058584,0.9545306876519803
google_ads,1733.6390486482926,0.9937388439536594
google_ads,1693.2076624545257,0.9923408627371112
google_ads,1879.0554582838072,0.9968581911920232
google_ads,2176.648634422464,0.9991106742114221
google_ads,2054.2376443692237,0.9985378377663953
google_ads,2115.1357089440066,0.9988623106316523
google_ads,2138.035713417352,0.9989628355325043
google_ads,1990.8210722922017,0.9980861065549661
google_ads,2008.0503714679526,0.9982225691453911
google_ads,1837.8804129513328,0.996201206962351
google_ads,1889.995539500107,0.9970107375385234
google_ads,1965.0895298547432,0.9978600264728552
google_ads,2050.2562570505165,0.9985132748035689
google_ads,2007.910117748637,0.9982215030317899
google_ads,2094.7502909238174,0.9987636193553383
google_ads,1924.831031929497,0.9974441284042763
google_ads,908.5220152659474,0.37992736166144725
google_ads,1612.6447380782074,0.9883981833064154
google_ads,670.9288573101077,0.04323124348318982
google_ads,1413.8993612309107,0.9648997645791159
google_ads,1565.0187709284455,0.985037249631123
google_ads,1805.0483171669794,0.9955670434482697
google_ads,776.6889368717332,0.13726933925106896
google_ads,1634.3298799305505,0.9896441824398
google_ads,1719.0973568854401,0.9932716143766576
google_ads,1624.6733667337978,0.9891086233701466
google_ads,1790.0480622617088,0.9952387843054077
google_ads,873.0934090946089,0.3032360654647987
google_ads,1411.3374287480956,0.9643676743096272
